run_id,evaluation_scope,true_label,batch,stream_id,source_path,source_bytes,source_sha256,source_manifest_path,source_manifest_sha256,windows
test-primary-F3-r04,primary,F3,4,71019,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F3-r04.csv,3819664,cad86475f60ca966f764a5b85b2134218c83d27a64e4cb0e119d6e3bc03dbb25,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F3-r04.manifest.json,373964607d38f0802294b62c8c714dc6a3f45e50816fcc2ebb19394a240b60b5,8
test-primary-F3-r05,primary,F3,5,71020,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F3-r05.csv,3819444,739cb390f0213ea49c8b82cb59b962e609db25772c94dd73755b058595257b4c,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F3-r05.manifest.json,86bf284f9bece1648c04563ebb6ba4aa3cfb534a7de808007419effb92de84d6,8
test-primary-F3-r06,primary,F3,6,71021,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F3-r06.csv,3819440,f942ff14ff64fd752982f67663c96b84ce91be9cc9f5875bea2d8f2749b023e9,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F3-r06.manifest.json,70f8a21073fe437e1bbb4ac1f0f627e830c16815fde03d5f1f654e8c79ba0e1e,8
test-primary-F3-r07,primary,F3,7,71022,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F3-r07.csv,3819751,bc72b4a83cf727f2db036a7aad33aa44bb6d38838868ab08d427cf2db8fffb82,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F3-r07.manifest.json,04325f113461cb75a210940f53f65180d901aefade8c7a7f7f1dd76357e060c7,8
test-primary-F3-r08,primary,F3,8,71023,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F3-r08.csv,3819330,028afe335b539a4aeb6c102248e154c9bba48511bd6fa4f22c317c6137753652,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F3-r08.manifest.json,1d36edaf0107f0c51b31b1066415d9601c836994548be6741619b1d04f92e881,8
test-primary-F8-r01,primary,F8,1,71024,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F8-r01.csv,3820677,00e3608ed3648cc060fb1092160db98d00487973df96c063ee8c648470f348e6,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F8-r01.manifest.json,8fdb689ad395a992fbf8451c8e08b3163d8992cb06e186b39490ff7d783039bb,8
test-primary-F8-r02,primary,F8,2,71025,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F8-r02.csv,3814100,c9e8121777922cc05d135d6ac652781c6a5a685803c443cc915143cd8ccd50a2,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F8-r02.manifest.json,9efd811d071c5bddde543a589a9e0de233c1c2be2b0c27624316f7ea84b12fe6,8
test-primary-F8-r03,primary,F8,3,71026,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F8-r03.csv,3821074,112dd05f428ce78f592a956601feea93432189fc66e3ab77f7c855710e1f8369,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F8-r03.manifest.json,a2f463476adbe952d628011ed6985cf9e3780fb8d512e4a8c071d63d89cd15bd,8
test-primary-F8-r04,primary,F8,4,71027,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F8-r04.csv,3818332,e2e660aa7bb9f2be6592512ee9351217de008d7a2cf5edce5bef4eec7497fb60,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F8-r04.manifest.json,45604e35c6e63c9ff54aad3acf7870cfce1421fd398f3ff52fa39695498c0347,8
test-primary-F8-r05,primary,F8,5,71028,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F8-r05.csv,3817180,58084f0694cb85b1f5351cb5aada515be1c94957f771faee802362d5e21b5b28,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F8-r05.manifest.json,b36833c570695666927edc52a77e9a81ddc815b60088fe6f0ef7d08b414c3e4e,8
test-primary-F8-r06,primary,F8,6,71029,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F8-r06.csv,3819551,9eb4fe4a77f4698dca06fb5d2ce974f0e55d04cd1bed4d8155b36bde1ab66abe,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F8-r06.manifest.json,901261df1871674c9b69648f9f186ecdb179b0a451fa1d908e1791d068377575,8
test-primary-F8-r07,primary,F8,7,71030,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F8-r07.csv,3813002,9068c55cbcf71dcee23ecab0b76b0adb5904b364a101d2a4d0d11848e7d4ee87,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F8-r07.manifest.json,dfe65bc0cdfa5fe3cba8a533255f2c99854846f6bb2cd2d0dbb8b83ba43e563e,8
test-primary-F8-r08,primary,F8,8,71031,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F8-r08.csv,3820272,8c953b5247c4bee78cda123aae9ffecdb6ac72478d3f7b4f37918f84a2e47d69,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-F8-r08.manifest.json,1ab159f2facde4caded5dd653c85dcde8b84b633ffbf241bedfdd822795c0374,8
test-primary-Normal-r01,primary,Normal,1,71064,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-Normal-r01.csv,3819482,7db2b9bc8a36676e9e7051486afa7853e44914d01189b0e20bd4c44aee3cc698,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-Normal-r01.manifest.json,11eac85e64f9ddc95693a6bd7e19de54de04495c523a5de3ab9316bd413b387b,8
test-primary-Normal-r02,primary,Normal,2,71065,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-Normal-r02.csv,3818556,0e7442b2be20d96673988a600df9b0b38d6ccbf13b9db40acc4ab014ea786d4a,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-Normal-r02.manifest.json,b91b0bd2bdd8e10975baa5f085f3d3c8c6df024e8c39be32c2131f88930eae89,8
test-primary-Normal-r03,primary,Normal,3,71066,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-Normal-r03.csv,3819437,ba47ac8482aa0f4f2c5b38d0170550a324619869b816f30bb16c16aec8b2b837,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-Normal-r03.manifest.json,0834a15ab905e083f27814ef537a9d660e069e00b5b4b69f58308a656e4df08d,8
test-primary-Normal-r04,primary,Normal,4,71067,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-Normal-r04.csv,3819410,7253a1074a332e96e2ed5ec980259227bacd2d853ea241f9984600d9fae3b37c,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-Normal-r04.manifest.json,98df1cf30a4e41b7646b17138c35271510f30a81e76e83da7cddaf5683282048,8
test-primary-Normal-r05,primary,Normal,5,71068,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-Normal-r05.csv,3818628,7c58b26ae02bf6d9623acdfc1c2ba6b4ed572bb00881bdc7970a26a00fa78bdf,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-Normal-r05.manifest.json,bce18c3d35a8804c16434f2a8a6794be0ec1ffc67c8628b08ebf43167508bce5,8
test-primary-Normal-r06,primary,Normal,6,71069,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-Normal-r06.csv,3819167,66527552463ce97af0f4143fdefbc072e97b7addd0ccc396b24242533318d78f,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-Normal-r06.manifest.json,c6fa30d06d10e78789036dc15e9f4c3cbee5505df1230ce992ea2388a39299a3,8
test-primary-Normal-r07,primary,Normal,7,71070,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-Normal-r07.csv,3819170,b4b9a25ad9fc240226997c200e4d7e38d0ae450d0f8fb3296ad760fe0fa4371d,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-Normal-r07.manifest.json,d71e92d0b3ece7c8c075fd21b361d0a121319f94ffc6b19296cc1261a3ef0ad9,8
test-primary-Normal-r08,primary,Normal,8,71071,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-Normal-r08.csv,3819809,74c7d110d2705795992485a5830d31a8006306dd72a428694b5ddc98dc5ae9ba,/Users/luker/fot-tep-wt-0311/studio2/fase03/fault_runs/test_batch/test_batch_f5_001/test-primary-Normal-r08.manifest.json,4eb402d1358dcf8c7e9221c9e796e4da624b652c0a50b526a5676d900cf85666,8
