evidence_id,run_id,evaluation_scope,true_label,window_ordinal,window_start_h,window_end_h,source_sha256,source_manifest_sha256,signature_path,signature_bytes,signature_sha256,signature_dimension
FINAL-EVD-0156,test-primary-F10-r06,primary,F10,4,40.0,45.0,2b8a91ac1aafa79bde801e4a605e75d3c7878dbd4d81a1d2711b0407bd02cd4e,36e56725980874decd197628b7e2d64b03124f612a88ee59a1f09107f5e0da2c,signatures/FINAL-EVD-0156.signature.csv,4246,f08d54c23b268bb01e2d0a0fde1dbd681ce81d793b48231339ecb3c1fd4be66e,697
FINAL-EVD-0157,test-primary-F10-r06,primary,F10,5,45.0,50.0,2b8a91ac1aafa79bde801e4a605e75d3c7878dbd4d81a1d2711b0407bd02cd4e,36e56725980874decd197628b7e2d64b03124f612a88ee59a1f09107f5e0da2c,signatures/FINAL-EVD-0157.signature.csv,4248,48cfcd439fffd7317dffc42221a50674515a65ffcc7805898e4942c6a8dfa37e,697
FINAL-EVD-0158,test-primary-F10-r06,primary,F10,6,50.0,55.0,2b8a91ac1aafa79bde801e4a605e75d3c7878dbd4d81a1d2711b0407bd02cd4e,36e56725980874decd197628b7e2d64b03124f612a88ee59a1f09107f5e0da2c,signatures/FINAL-EVD-0158.signature.csv,4248,90bd2c6806b540cb7d72ea231260124da1b63d40cab6e5345c64623926f30f85,697
FINAL-EVD-0159,test-primary-F10-r06,primary,F10,7,55.0,60.0,2b8a91ac1aafa79bde801e4a605e75d3c7878dbd4d81a1d2711b0407bd02cd4e,36e56725980874decd197628b7e2d64b03124f612a88ee59a1f09107f5e0da2c,signatures/FINAL-EVD-0159.signature.csv,4248,bcd073e00e7698b53759d20651e92371359bb7db9d7609bf1780ff7b6d0510e6,697
FINAL-EVD-0160,test-primary-F10-r06,primary,F10,8,60.0,65.0,2b8a91ac1aafa79bde801e4a605e75d3c7878dbd4d81a1d2711b0407bd02cd4e,36e56725980874decd197628b7e2d64b03124f612a88ee59a1f09107f5e0da2c,signatures/FINAL-EVD-0160.signature.csv,4250,6ccebe65b7010dbcc9078f0d120c2bf2bf692b489d894af7e6acc5c984929202,697
FINAL-EVD-0161,test-primary-F10-r07,primary,F10,1,25.0,30.0,0ff33c071c3e211a0ecd8469685e6980985a7132538b0a4be841664c3cc91abc,8942f8140e3d9637ae01ebe3a29feb6725ff878a78759225aa355782ef01cf93,signatures/FINAL-EVD-0161.signature.csv,4248,d5f6958be0b0b938893cabe1615634b6771425d2c40821c6f8126a020776b683,697
FINAL-EVD-0162,test-primary-F10-r07,primary,F10,2,30.0,35.0,0ff33c071c3e211a0ecd8469685e6980985a7132538b0a4be841664c3cc91abc,8942f8140e3d9637ae01ebe3a29feb6725ff878a78759225aa355782ef01cf93,signatures/FINAL-EVD-0162.signature.csv,4248,d5f6958be0b0b938893cabe1615634b6771425d2c40821c6f8126a020776b683,697
FINAL-EVD-0163,test-primary-F10-r07,primary,F10,3,35.0,40.0,0ff33c071c3e211a0ecd8469685e6980985a7132538b0a4be841664c3cc91abc,8942f8140e3d9637ae01ebe3a29feb6725ff878a78759225aa355782ef01cf93,signatures/FINAL-EVD-0163.signature.csv,4248,9046484ba90d269cbafb0fe07152cbf59d95f24fb85369f7cea03718c3886f5a,697
FINAL-EVD-0164,test-primary-F10-r07,primary,F10,4,40.0,45.0,0ff33c071c3e211a0ecd8469685e6980985a7132538b0a4be841664c3cc91abc,8942f8140e3d9637ae01ebe3a29feb6725ff878a78759225aa355782ef01cf93,signatures/FINAL-EVD-0164.signature.csv,4248,48cfcd439fffd7317dffc42221a50674515a65ffcc7805898e4942c6a8dfa37e,697
FINAL-EVD-0165,test-primary-F10-r07,primary,F10,5,45.0,50.0,0ff33c071c3e211a0ecd8469685e6980985a7132538b0a4be841664c3cc91abc,8942f8140e3d9637ae01ebe3a29feb6725ff878a78759225aa355782ef01cf93,signatures/FINAL-EVD-0165.signature.csv,4248,cfce251ef510da78e65069cc5e61af896144d77417370483d71071ec7490413e,697
FINAL-EVD-0166,test-primary-F10-r07,primary,F10,6,50.0,55.0,0ff33c071c3e211a0ecd8469685e6980985a7132538b0a4be841664c3cc91abc,8942f8140e3d9637ae01ebe3a29feb6725ff878a78759225aa355782ef01cf93,signatures/FINAL-EVD-0166.signature.csv,4248,146dc6514942795244b1fb12a22c6c7e03049be59ba42b6d496de687c8c71e4a,697
FINAL-EVD-0167,test-primary-F10-r07,primary,F10,7,55.0,60.0,0ff33c071c3e211a0ecd8469685e6980985a7132538b0a4be841664c3cc91abc,8942f8140e3d9637ae01ebe3a29feb6725ff878a78759225aa355782ef01cf93,signatures/FINAL-EVD-0167.signature.csv,4250,0440c586e0706b1edd77002e077b7ed20cb620774f0a11233cbd2d75be7a0645,697
FINAL-EVD-0168,test-primary-F10-r07,primary,F10,8,60.0,65.0,0ff33c071c3e211a0ecd8469685e6980985a7132538b0a4be841664c3cc91abc,8942f8140e3d9637ae01ebe3a29feb6725ff878a78759225aa355782ef01cf93,signatures/FINAL-EVD-0168.signature.csv,4248,48cfcd439fffd7317dffc42221a50674515a65ffcc7805898e4942c6a8dfa37e,697
FINAL-EVD-0169,test-primary-F10-r08,primary,F10,1,25.0,30.0,eb833cb514b63ba6b0273339630c266851a3b73fdad764c1e823cf15e027c982,7fcb78998e890f4bb60fcafc53157f9058572b63536a5142e4b575c89a4cca3f,signatures/FINAL-EVD-0169.signature.csv,4248,146dc6514942795244b1fb12a22c6c7e03049be59ba42b6d496de687c8c71e4a,697
FINAL-EVD-0170,test-primary-F10-r08,primary,F10,2,30.0,35.0,eb833cb514b63ba6b0273339630c266851a3b73fdad764c1e823cf15e027c982,7fcb78998e890f4bb60fcafc53157f9058572b63536a5142e4b575c89a4cca3f,signatures/FINAL-EVD-0170.signature.csv,4248,9046484ba90d269cbafb0fe07152cbf59d95f24fb85369f7cea03718c3886f5a,697
FINAL-EVD-0171,test-primary-F10-r08,primary,F10,3,35.0,40.0,eb833cb514b63ba6b0273339630c266851a3b73fdad764c1e823cf15e027c982,7fcb78998e890f4bb60fcafc53157f9058572b63536a5142e4b575c89a4cca3f,signatures/FINAL-EVD-0171.signature.csv,4250,52c071fb1bb2b70fcfaddd18b06920e8c76bcdf01573d19695af649527e67143,697
FINAL-EVD-0172,test-primary-F10-r08,primary,F10,4,40.0,45.0,eb833cb514b63ba6b0273339630c266851a3b73fdad764c1e823cf15e027c982,7fcb78998e890f4bb60fcafc53157f9058572b63536a5142e4b575c89a4cca3f,signatures/FINAL-EVD-0172.signature.csv,4246,9d615d66650922847790f7bcdb6a77acb1586d94d8f5ea0b5d52f2b9ad225117,697
FINAL-EVD-0173,test-primary-F10-r08,primary,F10,5,45.0,50.0,eb833cb514b63ba6b0273339630c266851a3b73fdad764c1e823cf15e027c982,7fcb78998e890f4bb60fcafc53157f9058572b63536a5142e4b575c89a4cca3f,signatures/FINAL-EVD-0173.signature.csv,4246,74ba8803f97c963bb97b5fc36494dda97334c38fee49a60a7f065b5c5d29ed08,697
FINAL-EVD-0174,test-primary-F10-r08,primary,F10,6,50.0,55.0,eb833cb514b63ba6b0273339630c266851a3b73fdad764c1e823cf15e027c982,7fcb78998e890f4bb60fcafc53157f9058572b63536a5142e4b575c89a4cca3f,signatures/FINAL-EVD-0174.signature.csv,4248,452e1fed0313547e362bbf55de354aa3ee573c62c422376c0a8c78eceb471374,697
FINAL-EVD-0175,test-primary-F10-r08,primary,F10,7,55.0,60.0,eb833cb514b63ba6b0273339630c266851a3b73fdad764c1e823cf15e027c982,7fcb78998e890f4bb60fcafc53157f9058572b63536a5142e4b575c89a4cca3f,signatures/FINAL-EVD-0175.signature.csv,4250,bc187d35f02645059a99eebd7d784c4fdd80ee17dee4d76e07631778b8aea71e,697
FINAL-EVD-0176,test-primary-F10-r08,primary,F10,8,60.0,65.0,eb833cb514b63ba6b0273339630c266851a3b73fdad764c1e823cf15e027c982,7fcb78998e890f4bb60fcafc53157f9058572b63536a5142e4b575c89a4cca3f,signatures/FINAL-EVD-0176.signature.csv,4248,fbbd409c646583e81a3baed393f5e8c47a038e44e2f2767c03bfa4197b87a770,697
FINAL-EVD-0177,test-primary-F13-r01,primary,F13,1,25.0,30.0,25982307f58cdceef3d2b094e25039fff8fcf713a6e6fa20c2a98cba87360028,543b8aeed77e95e2f69dcab2ec98ab78930b443293045f8a4f3e343e00700bab,signatures/FINAL-EVD-0177.signature.csv,4206,90fe5ac37c528cd6d6080b424c938645c2a8fb97c984d161e7625411b9336b4b,697
FINAL-EVD-0178,test-primary-F13-r01,primary,F13,2,30.0,35.0,25982307f58cdceef3d2b094e25039fff8fcf713a6e6fa20c2a98cba87360028,543b8aeed77e95e2f69dcab2ec98ab78930b443293045f8a4f3e343e00700bab,signatures/FINAL-EVD-0178.signature.csv,4204,5ed6d77203e0c278779bf308f9ba55dc425b6c5d21e00b17f9157a3e0501cf46,697
FINAL-EVD-0179,test-primary-F13-r01,primary,F13,3,35.0,40.0,25982307f58cdceef3d2b094e25039fff8fcf713a6e6fa20c2a98cba87360028,543b8aeed77e95e2f69dcab2ec98ab78930b443293045f8a4f3e343e00700bab,signatures/FINAL-EVD-0179.signature.csv,4186,ca3ae4586a1f44db2341c81998957815ea342c72ff6759b56e3c6a4dfaf91498,697
FINAL-EVD-0180,test-primary-F13-r01,primary,F13,4,40.0,45.0,25982307f58cdceef3d2b094e25039fff8fcf713a6e6fa20c2a98cba87360028,543b8aeed77e95e2f69dcab2ec98ab78930b443293045f8a4f3e343e00700bab,signatures/FINAL-EVD-0180.signature.csv,4166,bf004615d6d1e124a687f7f494a70128ce9ce026448d78b4300aeca889b0b149,697
FINAL-EVD-0181,test-primary-F13-r01,primary,F13,5,45.0,50.0,25982307f58cdceef3d2b094e25039fff8fcf713a6e6fa20c2a98cba87360028,543b8aeed77e95e2f69dcab2ec98ab78930b443293045f8a4f3e343e00700bab,signatures/FINAL-EVD-0181.signature.csv,4190,9dce510d57733b720cab40567229b56d511226ce486ac75a4f611f6feacb3449,697
FINAL-EVD-0182,test-primary-F13-r01,primary,F13,6,50.0,55.0,25982307f58cdceef3d2b094e25039fff8fcf713a6e6fa20c2a98cba87360028,543b8aeed77e95e2f69dcab2ec98ab78930b443293045f8a4f3e343e00700bab,signatures/FINAL-EVD-0182.signature.csv,4178,7483eb835be63d4eb3d57d38e4d8452b654561ae05a787a052473ac9275cdb35,697
FINAL-EVD-0183,test-primary-F13-r01,primary,F13,7,55.0,60.0,25982307f58cdceef3d2b094e25039fff8fcf713a6e6fa20c2a98cba87360028,543b8aeed77e95e2f69dcab2ec98ab78930b443293045f8a4f3e343e00700bab,signatures/FINAL-EVD-0183.signature.csv,4198,498b28deb287f9ceb06a443f7777c5b23ce7ee0881f41ba1b37de25950230df6,697
FINAL-EVD-0184,test-primary-F13-r01,primary,F13,8,60.0,65.0,25982307f58cdceef3d2b094e25039fff8fcf713a6e6fa20c2a98cba87360028,543b8aeed77e95e2f69dcab2ec98ab78930b443293045f8a4f3e343e00700bab,signatures/FINAL-EVD-0184.signature.csv,4154,b0064f685862188cc49ea5582432d122eccb45032582f727a0054664bdb45c2d,697
FINAL-EVD-0185,test-primary-F13-r02,primary,F13,1,25.0,30.0,fc6ed8f91ace2994725d85a1f164cdab3bfd17872859702cf5cdeb83fb5bf49f,6a584a618aafdea2729b339cd2fdef26c2893a90eac8149748b03c6d7f18896e,signatures/FINAL-EVD-0185.signature.csv,4188,aa9df84856814377e2a65ced4a56f28ca6c62ac3929b524fa2739f7d6c8a73b8,697
FINAL-EVD-0186,test-primary-F13-r02,primary,F13,2,30.0,35.0,fc6ed8f91ace2994725d85a1f164cdab3bfd17872859702cf5cdeb83fb5bf49f,6a584a618aafdea2729b339cd2fdef26c2893a90eac8149748b03c6d7f18896e,signatures/FINAL-EVD-0186.signature.csv,4148,c17132a0ffc85d58c5a510b30246cb4e7e7bcd3e27a9b5b87e1acc2555fb6c86,697
FINAL-EVD-0187,test-primary-F13-r02,primary,F13,3,35.0,40.0,fc6ed8f91ace2994725d85a1f164cdab3bfd17872859702cf5cdeb83fb5bf49f,6a584a618aafdea2729b339cd2fdef26c2893a90eac8149748b03c6d7f18896e,signatures/FINAL-EVD-0187.signature.csv,4146,cb2fb36d1aefaddf6baf0ca4c2888556856aa12b13fe5b203fc9c54fcf5fa8ae,697
FINAL-EVD-0188,test-primary-F13-r02,primary,F13,4,40.0,45.0,fc6ed8f91ace2994725d85a1f164cdab3bfd17872859702cf5cdeb83fb5bf49f,6a584a618aafdea2729b339cd2fdef26c2893a90eac8149748b03c6d7f18896e,signatures/FINAL-EVD-0188.signature.csv,4166,1e69cd7ca8662bffc6f50fb5e4a773a228dbdc0ff790271f8e53b51cc1b3119a,697
FINAL-EVD-0189,test-primary-F13-r02,primary,F13,5,45.0,50.0,fc6ed8f91ace2994725d85a1f164cdab3bfd17872859702cf5cdeb83fb5bf49f,6a584a618aafdea2729b339cd2fdef26c2893a90eac8149748b03c6d7f18896e,signatures/FINAL-EVD-0189.signature.csv,4158,5c20b2d779c73bd6d9c475965fb79d62d0b114598d529f9e2dc82f93c21a6eb6,697
FINAL-EVD-0190,test-primary-F13-r02,primary,F13,6,50.0,55.0,fc6ed8f91ace2994725d85a1f164cdab3bfd17872859702cf5cdeb83fb5bf49f,6a584a618aafdea2729b339cd2fdef26c2893a90eac8149748b03c6d7f18896e,signatures/FINAL-EVD-0190.signature.csv,4152,383893085b91a612321f6446eabdc7b845c163a9ce3a284e2f5b227cd52f1e30,697
FINAL-EVD-0191,test-primary-F13-r02,primary,F13,7,55.0,60.0,fc6ed8f91ace2994725d85a1f164cdab3bfd17872859702cf5cdeb83fb5bf49f,6a584a618aafdea2729b339cd2fdef26c2893a90eac8149748b03c6d7f18896e,signatures/FINAL-EVD-0191.signature.csv,4152,d3c612e3250a369a38b5aac388c0c6a97110edcda1bd23c32b5ac555c1a53bc2,697
FINAL-EVD-0192,test-primary-F13-r02,primary,F13,8,60.0,65.0,fc6ed8f91ace2994725d85a1f164cdab3bfd17872859702cf5cdeb83fb5bf49f,6a584a618aafdea2729b339cd2fdef26c2893a90eac8149748b03c6d7f18896e,signatures/FINAL-EVD-0192.signature.csv,4154,b6afe366b4d5d8787eddedb2b7e247f7508f78a8da8bd45750d268417f69f19a,697
FINAL-EVD-0193,test-primary-F13-r03,primary,F13,1,25.0,30.0,d7f705822358cc7754f08e9f2b0947914bc12e9899d5f93bed57d639609ebc34,4d8426d79798e4f44f2df063a9e99cdf1d9b000fc9f9f902a0097ddcb512d313,signatures/FINAL-EVD-0193.signature.csv,4194,cdedc998df287aca04897db19e43253dbc71b79d30b279f3375dbff0a43a3220,697
FINAL-EVD-0194,test-primary-F13-r03,primary,F13,2,30.0,35.0,d7f705822358cc7754f08e9f2b0947914bc12e9899d5f93bed57d639609ebc34,4d8426d79798e4f44f2df063a9e99cdf1d9b000fc9f9f902a0097ddcb512d313,signatures/FINAL-EVD-0194.signature.csv,4168,08a11363b9b761deaafbafa488eb95d22cfc3efeae0810c8cebf5201edaadf77,697
FINAL-EVD-0195,test-primary-F13-r03,primary,F13,3,35.0,40.0,d7f705822358cc7754f08e9f2b0947914bc12e9899d5f93bed57d639609ebc34,4d8426d79798e4f44f2df063a9e99cdf1d9b000fc9f9f902a0097ddcb512d313,signatures/FINAL-EVD-0195.signature.csv,4168,95b3007c383cb654534e81e9df41ed986825b02e73f7d45ba1b5ee2be0d6d3ff,697
FINAL-EVD-0196,test-primary-F13-r03,primary,F13,4,40.0,45.0,d7f705822358cc7754f08e9f2b0947914bc12e9899d5f93bed57d639609ebc34,4d8426d79798e4f44f2df063a9e99cdf1d9b000fc9f9f902a0097ddcb512d313,signatures/FINAL-EVD-0196.signature.csv,4196,72b23e0d72f8a75778814d31ef6ef05570444200264fd21a52df56d4e40fbdfe,697
FINAL-EVD-0197,test-primary-F13-r03,primary,F13,5,45.0,50.0,d7f705822358cc7754f08e9f2b0947914bc12e9899d5f93bed57d639609ebc34,4d8426d79798e4f44f2df063a9e99cdf1d9b000fc9f9f902a0097ddcb512d313,signatures/FINAL-EVD-0197.signature.csv,4172,fe81f6ac42f7c2f9f636bff33b7a41604c14e2d68cd66f408f6c47c190011824,697
FINAL-EVD-0198,test-primary-F13-r03,primary,F13,6,50.0,55.0,d7f705822358cc7754f08e9f2b0947914bc12e9899d5f93bed57d639609ebc34,4d8426d79798e4f44f2df063a9e99cdf1d9b000fc9f9f902a0097ddcb512d313,signatures/FINAL-EVD-0198.signature.csv,4150,ef78e505c9a4f891acfbee1a7aa1c33db567c63b1ea532ada9ece337de641233,697
FINAL-EVD-0199,test-primary-F13-r03,primary,F13,7,55.0,60.0,d7f705822358cc7754f08e9f2b0947914bc12e9899d5f93bed57d639609ebc34,4d8426d79798e4f44f2df063a9e99cdf1d9b000fc9f9f902a0097ddcb512d313,signatures/FINAL-EVD-0199.signature.csv,4134,85540e67c876e80cdcb7b03c4d52e82e8c8a777d3c1161e52430387ec281bd55,697
FINAL-EVD-0200,test-primary-F13-r03,primary,F13,8,60.0,65.0,d7f705822358cc7754f08e9f2b0947914bc12e9899d5f93bed57d639609ebc34,4d8426d79798e4f44f2df063a9e99cdf1d9b000fc9f9f902a0097ddcb512d313,signatures/FINAL-EVD-0200.signature.csv,4140,66652844a9bdd06cdafd243683234585d8c28f1449701dfafdb9721b6601ea5c,697
FINAL-EVD-0201,test-primary-F13-r04,primary,F13,1,25.0,30.0,f8e45af4d7ddc9e420130ac24a5a6dce07f7c35650410f19ac8b41ee85616dee,514bd17672c23657a6f229f9af44ac1459bd3e544bcd874ab97cacd281b3fb16,signatures/FINAL-EVD-0201.signature.csv,4224,687b4cf27ae050cc2857c1f4ba93ad6fc108af998a3e2a610dccd8fc266a5fd9,697
FINAL-EVD-0202,test-primary-F13-r04,primary,F13,2,30.0,35.0,f8e45af4d7ddc9e420130ac24a5a6dce07f7c35650410f19ac8b41ee85616dee,514bd17672c23657a6f229f9af44ac1459bd3e544bcd874ab97cacd281b3fb16,signatures/FINAL-EVD-0202.signature.csv,4154,7bfd032e408a157429130db6a66e8e785ad5254bf5a22a6b4d824d030c590d1d,697
FINAL-EVD-0203,test-primary-F13-r04,primary,F13,3,35.0,40.0,f8e45af4d7ddc9e420130ac24a5a6dce07f7c35650410f19ac8b41ee85616dee,514bd17672c23657a6f229f9af44ac1459bd3e544bcd874ab97cacd281b3fb16,signatures/FINAL-EVD-0203.signature.csv,4170,4a7ab03cbba97834031886ad6d79a6fcf582767d0b8263df1b4ddd83b3a8b153,697
FINAL-EVD-0204,test-primary-F13-r04,primary,F13,4,40.0,45.0,f8e45af4d7ddc9e420130ac24a5a6dce07f7c35650410f19ac8b41ee85616dee,514bd17672c23657a6f229f9af44ac1459bd3e544bcd874ab97cacd281b3fb16,signatures/FINAL-EVD-0204.signature.csv,4180,01b10889061aefa532b739675b2f8b48cc5fdb847dd5e0a36f2350afe0d425a6,697
FINAL-EVD-0205,test-primary-F13-r04,primary,F13,5,45.0,50.0,f8e45af4d7ddc9e420130ac24a5a6dce07f7c35650410f19ac8b41ee85616dee,514bd17672c23657a6f229f9af44ac1459bd3e544bcd874ab97cacd281b3fb16,signatures/FINAL-EVD-0205.signature.csv,4158,ad9410a67b090f0d69e47027564d03b89441fa82bfc8c3bdf6e443e3deb09103,697
FINAL-EVD-0206,test-primary-F13-r04,primary,F13,6,50.0,55.0,f8e45af4d7ddc9e420130ac24a5a6dce07f7c35650410f19ac8b41ee85616dee,514bd17672c23657a6f229f9af44ac1459bd3e544bcd874ab97cacd281b3fb16,signatures/FINAL-EVD-0206.signature.csv,4154,4078c68539f19bea9aa622edfef8e05a7c1ccde00906e3c41ddecf876bc379a7,697
FINAL-EVD-0207,test-primary-F13-r04,primary,F13,7,55.0,60.0,f8e45af4d7ddc9e420130ac24a5a6dce07f7c35650410f19ac8b41ee85616dee,514bd17672c23657a6f229f9af44ac1459bd3e544bcd874ab97cacd281b3fb16,signatures/FINAL-EVD-0207.signature.csv,4180,1e0a495cb2d557fd2f3c4575ddd7708d0fdd82c238a4b950bebd3b9f0f93958f,697
FINAL-EVD-0208,test-primary-F13-r04,primary,F13,8,60.0,65.0,f8e45af4d7ddc9e420130ac24a5a6dce07f7c35650410f19ac8b41ee85616dee,514bd17672c23657a6f229f9af44ac1459bd3e544bcd874ab97cacd281b3fb16,signatures/FINAL-EVD-0208.signature.csv,4162,df07434e0d260c7a6a6aacdad28c44964bab4284e0c053ea897baf7105b1df32,697
FINAL-EVD-0209,test-primary-F13-r05,primary,F13,1,25.0,30.0,62be05971b6815d1c1d7b4a38c69d731f29d5a4c5cf6c76ebe0cf4752148d87d,f4fc142c0eed0f7d567a932ff1ebb4938093d946c6457f360e80cfc9593d0106,signatures/FINAL-EVD-0209.signature.csv,4236,054d511a4bc5d94b409fa47bdfe00f10ac399988f1ab326d867a1f6efc23c7d3,697
FINAL-EVD-0210,test-primary-F13-r05,primary,F13,2,30.0,35.0,62be05971b6815d1c1d7b4a38c69d731f29d5a4c5cf6c76ebe0cf4752148d87d,f4fc142c0eed0f7d567a932ff1ebb4938093d946c6457f360e80cfc9593d0106,signatures/FINAL-EVD-0210.signature.csv,4174,702b3369f73e65f8d0ba090e3af9e21126efde43448887d49f6dac5a98f6ee7e,697
FINAL-EVD-0211,test-primary-F13-r05,primary,F13,3,35.0,40.0,62be05971b6815d1c1d7b4a38c69d731f29d5a4c5cf6c76ebe0cf4752148d87d,f4fc142c0eed0f7d567a932ff1ebb4938093d946c6457f360e80cfc9593d0106,signatures/FINAL-EVD-0211.signature.csv,4166,b6294eb9890777f7df209e627d600db303da6d7b403b691dc4b19b7d5640e2ae,697
FINAL-EVD-0212,test-primary-F13-r05,primary,F13,4,40.0,45.0,62be05971b6815d1c1d7b4a38c69d731f29d5a4c5cf6c76ebe0cf4752148d87d,f4fc142c0eed0f7d567a932ff1ebb4938093d946c6457f360e80cfc9593d0106,signatures/FINAL-EVD-0212.signature.csv,4156,5005ef7b0c12a917964e168a3e6ca122b687d78e34c70f9746914bdd8e34d99e,697
FINAL-EVD-0213,test-primary-F13-r05,primary,F13,5,45.0,50.0,62be05971b6815d1c1d7b4a38c69d731f29d5a4c5cf6c76ebe0cf4752148d87d,f4fc142c0eed0f7d567a932ff1ebb4938093d946c6457f360e80cfc9593d0106,signatures/FINAL-EVD-0213.signature.csv,4142,0af1323dcd2eeb28b6e5ee7d9400df78a9d05e779d9cdc73978211d206b7ef85,697
FINAL-EVD-0214,test-primary-F13-r05,primary,F13,6,50.0,55.0,62be05971b6815d1c1d7b4a38c69d731f29d5a4c5cf6c76ebe0cf4752148d87d,f4fc142c0eed0f7d567a932ff1ebb4938093d946c6457f360e80cfc9593d0106,signatures/FINAL-EVD-0214.signature.csv,4144,22b99ace499f0ef40532944565a44548334d19417215f01e00ef1aae6adc03f9,697
FINAL-EVD-0215,test-primary-F13-r05,primary,F13,7,55.0,60.0,62be05971b6815d1c1d7b4a38c69d731f29d5a4c5cf6c76ebe0cf4752148d87d,f4fc142c0eed0f7d567a932ff1ebb4938093d946c6457f360e80cfc9593d0106,signatures/FINAL-EVD-0215.signature.csv,4138,1f1fbf756fad828215ea38ae76347908857e0e0e37b6f6b8747232380f73dba6,697
FINAL-EVD-0216,test-primary-F13-r05,primary,F13,8,60.0,65.0,62be05971b6815d1c1d7b4a38c69d731f29d5a4c5cf6c76ebe0cf4752148d87d,f4fc142c0eed0f7d567a932ff1ebb4938093d946c6457f360e80cfc9593d0106,signatures/FINAL-EVD-0216.signature.csv,4146,d11382a39b77e2a7f3bc216bb002ed6a21c8d14e181bf55f66559c707ebb7bb8,697
FINAL-EVD-0217,test-primary-F13-r06,primary,F13,1,25.0,30.0,e433b32c17bce0d1e798e2fa9e09bf7adc81456825a5496676e63149213ed9f7,191b5b2118cec7ba558029e8663a70cb8196fd500bd33ee5ab0d6c7655a793ff,signatures/FINAL-EVD-0217.signature.csv,4184,80e98a35358c031e68369ad46a8a6eef11cfebf61362ed78484ac872a7a0e8b9,697
FINAL-EVD-0218,test-primary-F13-r06,primary,F13,2,30.0,35.0,e433b32c17bce0d1e798e2fa9e09bf7adc81456825a5496676e63149213ed9f7,191b5b2118cec7ba558029e8663a70cb8196fd500bd33ee5ab0d6c7655a793ff,signatures/FINAL-EVD-0218.signature.csv,4174,184b6975bd26475b8e2d03f125181dbd74106abfc89c70794068893f3155400e,697
FINAL-EVD-0219,test-primary-F13-r06,primary,F13,3,35.0,40.0,e433b32c17bce0d1e798e2fa9e09bf7adc81456825a5496676e63149213ed9f7,191b5b2118cec7ba558029e8663a70cb8196fd500bd33ee5ab0d6c7655a793ff,signatures/FINAL-EVD-0219.signature.csv,4164,ecdf03a71e425fc78d9d01fbc0518b6e9fb9f20aa014fd429c0af392c0b6e662,697
FINAL-EVD-0220,test-primary-F13-r06,primary,F13,4,40.0,45.0,e433b32c17bce0d1e798e2fa9e09bf7adc81456825a5496676e63149213ed9f7,191b5b2118cec7ba558029e8663a70cb8196fd500bd33ee5ab0d6c7655a793ff,signatures/FINAL-EVD-0220.signature.csv,4156,0a42d43d38e526e56d5074b57f2f2bbb6ea73d02e2eaa8c0ca0447d03d605a28,697
FINAL-EVD-0221,test-primary-F13-r06,primary,F13,5,45.0,50.0,e433b32c17bce0d1e798e2fa9e09bf7adc81456825a5496676e63149213ed9f7,191b5b2118cec7ba558029e8663a70cb8196fd500bd33ee5ab0d6c7655a793ff,signatures/FINAL-EVD-0221.signature.csv,4150,80cee96f6caffb3846055e4dea0d03d7e3eff963d1a8bff588bf457154dc423b,697
FINAL-EVD-0222,test-primary-F13-r06,primary,F13,6,50.0,55.0,e433b32c17bce0d1e798e2fa9e09bf7adc81456825a5496676e63149213ed9f7,191b5b2118cec7ba558029e8663a70cb8196fd500bd33ee5ab0d6c7655a793ff,signatures/FINAL-EVD-0222.signature.csv,4164,5775c517965950eb4465e03d4a13c6a674b850bced7641fd89688c8c4d5b39a9,697
FINAL-EVD-0223,test-primary-F13-r06,primary,F13,7,55.0,60.0,e433b32c17bce0d1e798e2fa9e09bf7adc81456825a5496676e63149213ed9f7,191b5b2118cec7ba558029e8663a70cb8196fd500bd33ee5ab0d6c7655a793ff,signatures/FINAL-EVD-0223.signature.csv,4162,cb723eea679a006ce73e2de3501a51179c0474ff911a08060652e1ea2b498c77,697
FINAL-EVD-0224,test-primary-F13-r06,primary,F13,8,60.0,65.0,e433b32c17bce0d1e798e2fa9e09bf7adc81456825a5496676e63149213ed9f7,191b5b2118cec7ba558029e8663a70cb8196fd500bd33ee5ab0d6c7655a793ff,signatures/FINAL-EVD-0224.signature.csv,4170,e2f95c698b28d0bd530347fc4d33dd83c672ceaed86ba581a31387f3d6561684,697
FINAL-EVD-0225,test-primary-F13-r07,primary,F13,1,25.0,30.0,61663af415d13d7270514be5c8d2a9a52f407669a048439c164d912178fad1e8,431d5711fee660a8192532fd6b4ad0a1c6761dae960d97955785cd33abaa77b1,signatures/FINAL-EVD-0225.signature.csv,4224,6241329a79fc3457628c7c9f8e1de923840ecd92dccb04c7d0f79100e6f4710d,697
FINAL-EVD-0226,test-primary-F13-r07,primary,F13,2,30.0,35.0,61663af415d13d7270514be5c8d2a9a52f407669a048439c164d912178fad1e8,431d5711fee660a8192532fd6b4ad0a1c6761dae960d97955785cd33abaa77b1,signatures/FINAL-EVD-0226.signature.csv,4178,c710066c16f4d203bb33d0c1e59fcfc7bb4e387416f656f54fd80c68abd4738c,697
