run_id,set_name,stream_id,seed_namespace,seed_digest,J,window_position,burn_in_h,stop_time_h,window_h,use
cal_thr-137,cal_thr,40136,fot-tep/fase03/soglie_normal/cal_thr/j/v1,41253e78d5419713c2798944dbce92806f97379365d6fbdd5dccd43821cc4ee6,8,8,20,60,5,threshold
cal_thr-138,cal_thr,40137,fot-tep/fase03/soglie_normal/cal_thr/j/v1,ef5732166c9de5469343670df71d02828e3cdc647cf2076940b36fe292af6f71,3,3,20,35,5,threshold
cal_thr-139,cal_thr,40138,fot-tep/fase03/soglie_normal/cal_thr/j/v1,ff38d79495723ed9938d9f54ba0904a343898d539a31f8a9bd65b90269711b6c,2,2,20,30,5,threshold
cal_thr-140,cal_thr,40139,fot-tep/fase03/soglie_normal/cal_thr/j/v1,8c52b571fd139b6d4a0c1aafd29a68077eaf25246cd30313eb6038f1134c0fd0,8,8,20,60,5,threshold
cal_thr-141,cal_thr,40140,fot-tep/fase03/soglie_normal/cal_thr/j/v1,93dc106c16416980cbc0a8fb6db267b9b757b7796d1e630604bd7d6ec69640dd,7,7,20,55,5,threshold
cal_thr-142,cal_thr,40141,fot-tep/fase03/soglie_normal/cal_thr/j/v1,85ea7edf8e82d56e12f22c7c510e48b0e3987a0a95904fcffbc6d2e7a49328a0,7,7,20,55,5,threshold
cal_thr-143,cal_thr,40142,fot-tep/fase03/soglie_normal/cal_thr/j/v1,fb453534b4aa610bedf97187ea4866ce39d22743c557111af9cbfe2eb3c07bbc,4,4,20,40,5,threshold
cal_thr-144,cal_thr,40143,fot-tep/fase03/soglie_normal/cal_thr/j/v1,e0cefb541a1baca37302ce4a0c902f7a67ed91bb4eb87837f78a1bc40bf7a2c9,4,4,20,40,5,threshold
cal_thr-145,cal_thr,40144,fot-tep/fase03/soglie_normal/cal_thr/j/v1,8d569d6d5aa8452d011b546c6cd885a25426fcdf09a2cc7bb5a9f8d420011f69,6,6,20,50,5,threshold
cal_thr-146,cal_thr,40145,fot-tep/fase03/soglie_normal/cal_thr/j/v1,295a8a6a30bb78d0fedf9d4db3bb490eba0494677904fec6258675958eea5f3b,9,9,20,65,5,threshold
cal_thr-147,cal_thr,40146,fot-tep/fase03/soglie_normal/cal_thr/j/v1,d1f9f4d21344e6e4bccaabe466df2d7eea2843c797ec47e6eb12aa7d7a6736b0,3,3,20,35,5,threshold
cal_thr-148,cal_thr,40147,fot-tep/fase03/soglie_normal/cal_thr/j/v1,46c204f75aa2aa5de1dd27d62d73faafbc6759cca00df688786b0070f6660ead,6,6,20,50,5,threshold
cal_thr-149,cal_thr,40148,fot-tep/fase03/soglie_normal/cal_thr/j/v1,6e262b0092825dfc51507b4ed70ce9101e1ead86508a45dbbf0876f039760691,3,3,20,35,5,threshold
cal_thr-150,cal_thr,40149,fot-tep/fase03/soglie_normal/cal_thr/j/v1,0da01930ee84f19a56d36ca0dba22eb01e6f3315ac7e7abd8dd5469a5ea23743,7,7,20,55,5,threshold
cal_thr-151,cal_thr,40150,fot-tep/fase03/soglie_normal/cal_thr/j/v1,958779de90ecb59ee8a5311c8627cd5c5569267d7ca1623155356b34d71540d0,7,7,20,55,5,threshold
cal_thr-152,cal_thr,40151,fot-tep/fase03/soglie_normal/cal_thr/j/v1,86e2b2bd572fb07cc57b3e47c3cdb4f3c3209407148448011aa22ff7ad5d1fb7,7,7,20,55,5,threshold
cal_thr-153,cal_thr,40152,fot-tep/fase03/soglie_normal/cal_thr/j/v1,a4c7fb1dbd364b147a37e2bd8a7409135d91635baf6d9766e0ea7f2be50995ca,7,7,20,55,5,threshold
cal_thr-154,cal_thr,40153,fot-tep/fase03/soglie_normal/cal_thr/j/v1,1dbe7057d89cd57301245def61c080728e5dd0d986b2d192871cb601f3ea0766,4,4,20,40,5,threshold
cal_thr-155,cal_thr,40154,fot-tep/fase03/soglie_normal/cal_thr/j/v1,7bb97dcccac1f7e477e38504514e78460aee4227691ddf78be57f4f03335f726,3,3,20,35,5,threshold
cal_thr-156,cal_thr,40155,fot-tep/fase03/soglie_normal/cal_thr/j/v1,d1133efbac338f163348b7fa0dfcdcada60ce3b145ac622e6dae32c51fd29ded,5,5,20,45,5,threshold
cal_thr-157,cal_thr,40156,fot-tep/fase03/soglie_normal/cal_thr/j/v1,6c29b404fad3594e6d8236c44e506568dac92c3a34f6aa9da5ff7b4917bfec2d,7,7,20,55,5,threshold
cal_thr-158,cal_thr,40157,fot-tep/fase03/soglie_normal/cal_thr/j/v1,0e544454480ef1d6a8f2686b7e504c76719877aed77c571e51598dd2113b4917,7,7,20,55,5,threshold
cal_thr-159,cal_thr,40158,fot-tep/fase03/soglie_normal/cal_thr/j/v1,44a073a0bf1968497cb9c4e9a08fcd4ae404966c071d707c5f1b47999e3e51ea,2,2,20,30,5,threshold
cal_thr-160,cal_thr,40159,fot-tep/fase03/soglie_normal/cal_thr/j/v1,e1cb4d16dd0ec6ab22b614ded24a5733015c9aaf89a58208b69cecc7102201e2,2,2,20,30,5,threshold
cal_thr-161,cal_thr,40160,fot-tep/fase03/soglie_normal/cal_thr/j/v1,93557f8aa7c061ed7e31d6c4d4a5e04ca05d755d5b839f4b79831f94b98df098,6,6,20,50,5,threshold
cal_thr-162,cal_thr,40161,fot-tep/fase03/soglie_normal/cal_thr/j/v1,e04576feda7a0c1db19e166e9ab197a54c55daae848e93830fa217f4bca230c7,2,2,20,30,5,threshold
cal_thr-163,cal_thr,40162,fot-tep/fase03/soglie_normal/cal_thr/j/v1,a2cdff83019a3696e38f16160d4e9a939ba4e05d917ff6fade00e5de1d53c102,3,3,20,35,5,threshold
cal_thr-164,cal_thr,40163,fot-tep/fase03/soglie_normal/cal_thr/j/v1,6b5d6ed3852312ad990d5454ca8916bfc446f6a136f720c8c4bc5461992eaa6a,6,6,20,50,5,threshold
cal_thr-165,cal_thr,40164,fot-tep/fase03/soglie_normal/cal_thr/j/v1,68a55e8475be346d5197f2a506b1f8d6e56249aebdf0f98c41b127fdfd5c209d,4,4,20,40,5,threshold
cal_thr-166,cal_thr,40165,fot-tep/fase03/soglie_normal/cal_thr/j/v1,bea942c8d6c34001afdfe00eda9752c91a1621fdd2f417d7623f4e5c9687e6cf,10,10,20,70,5,threshold
cal_thr-167,cal_thr,40166,fot-tep/fase03/soglie_normal/cal_thr/j/v1,24dbd3c5a69e02176716edc0085e46da2cd695add83129ecdd64a74a1595b4a5,8,8,20,60,5,threshold
cal_thr-168,cal_thr,40167,fot-tep/fase03/soglie_normal/cal_thr/j/v1,a5273f9b4522b9dea76d497365bbb7b42e20b1cee5ac6671f327a274963b9c90,3,3,20,35,5,threshold
cal_thr-169,cal_thr,40168,fot-tep/fase03/soglie_normal/cal_thr/j/v1,fc689c062c1b56ba6589402058e8b27445e0937580775c86dd1affc424bb88e3,7,7,20,55,5,threshold
cal_thr-170,cal_thr,40169,fot-tep/fase03/soglie_normal/cal_thr/j/v1,213e3102825915f5197d325ff15be48a1b52e23af01f11e25d3bbaf3f667ddec,2,2,20,30,5,threshold
cal_thr-171,cal_thr,40170,fot-tep/fase03/soglie_normal/cal_thr/j/v1,a246fb60cbdbf9d1c5b4ecda8ee5229423950f0bd19a6197066b43929a9ff678,10,10,20,70,5,threshold
cal_thr-172,cal_thr,40171,fot-tep/fase03/soglie_normal/cal_thr/j/v1,f4fb3c94250fbf938da818b321fb730c907e32da306d96546c183dff55a005e3,4,4,20,40,5,threshold
cal_thr-173,cal_thr,40172,fot-tep/fase03/soglie_normal/cal_thr/j/v1,4bc0444769b6b135458835c2e0a353242e7fba8e0719ad8192d67aaf77f65d12,4,4,20,40,5,threshold
cal_thr-174,cal_thr,40173,fot-tep/fase03/soglie_normal/cal_thr/j/v1,61d59f3eafcc98d5ab09acebdcb28fde91cfb1fc12da4b4be87001ab3069058e,6,6,20,50,5,threshold
cal_thr-175,cal_thr,40174,fot-tep/fase03/soglie_normal/cal_thr/j/v1,800fc1c174d3e656b09221780c596c6201051ff1749195cc56b406655a0d0f09,3,3,20,35,5,threshold
cal_thr-176,cal_thr,40175,fot-tep/fase03/soglie_normal/cal_thr/j/v1,668088b467a944814ce529bda582f32d9d392b52548d71f9055e01fb95351fee,6,6,20,50,5,threshold
cal_thr-177,cal_thr,40176,fot-tep/fase03/soglie_normal/cal_thr/j/v1,86896cd04b4796cb1399af94562912aa65f9c71f72e8c7b7af30b3a176bd5228,2,2,20,30,5,threshold
cal_thr-178,cal_thr,40177,fot-tep/fase03/soglie_normal/cal_thr/j/v1,52a08620d40941b3f1a123240d22653e58b99822b02718b479bf6e4fb16d825e,4,4,20,40,5,threshold
cal_thr-179,cal_thr,40178,fot-tep/fase03/soglie_normal/cal_thr/j/v1,09e80e0cbd2676ed5aa0e11bbd3d7e7d37fa13801c325c8d9b46b6d7ffb67431,10,10,20,70,5,threshold
cal_thr-180,cal_thr,40179,fot-tep/fase03/soglie_normal/cal_thr/j/v1,c4bd6829570cb88282e070a2cfeb778a739236a9603a0356c6a75a13978ccee9,9,9,20,65,5,threshold
cal_thr-181,cal_thr,40180,fot-tep/fase03/soglie_normal/cal_thr/j/v1,752557f6deff4eab9f834806bb61d16dfcbbb712f26e9dbe4641f21ccc22e655,4,4,20,40,5,threshold
cal_thr-182,cal_thr,40181,fot-tep/fase03/soglie_normal/cal_thr/j/v1,12e243bf87c6647e35e93f13b9d1a3acd2ea310add7c562a8c57c6197e1a6b72,7,7,20,55,5,threshold
cal_thr-183,cal_thr,40182,fot-tep/fase03/soglie_normal/cal_thr/j/v1,787273be1135a39c04cba03719dd91746337f61f982607181d8b77356fb1095d,9,9,20,65,5,threshold
cal_thr-184,cal_thr,40183,fot-tep/fase03/soglie_normal/cal_thr/j/v1,5026be18d26310c7bbabb66298dcb55ee7a64d5688b0cb15c2aaefbbe86ee058,2,2,20,30,5,threshold
cal_thr-185,cal_thr,40184,fot-tep/fase03/soglie_normal/cal_thr/j/v1,9cfaa5f32591a47c7ed493cbe4bfba11c044a81cddff2b7506064872f067daf6,5,5,20,45,5,threshold
cal_thr-186,cal_thr,40185,fot-tep/fase03/soglie_normal/cal_thr/j/v1,4011ba27e8e1ea0c3954160ca502d6ffef2ce1b4d6b97415d82932cbff7ca687,5,5,20,45,5,threshold
cal_thr-187,cal_thr,40186,fot-tep/fase03/soglie_normal/cal_thr/j/v1,a368633a319809e8f8daed3f257a25390d5016a76c0253c91b2d3001cc815ca6,7,7,20,55,5,threshold
cal_thr-188,cal_thr,40187,fot-tep/fase03/soglie_normal/cal_thr/j/v1,f43c0d34997b2a21343d89b8e48b5207a01b37a4fc61373b0d65f05d6505aa90,6,6,20,50,5,threshold
cal_thr-189,cal_thr,40188,fot-tep/fase03/soglie_normal/cal_thr/j/v1,2070b959a15ea86c6c2ae6067d8304cc3c3711d8b9e3f75b57367ff42a4cf6c8,5,5,20,45,5,threshold
cal_thr-190,cal_thr,40189,fot-tep/fase03/soglie_normal/cal_thr/j/v1,7a1ee5081e14852fef59f6d4fb969092fccbcd378f5a843bc662bce9e32ff268,10,10,20,70,5,threshold
cal_thr-191,cal_thr,40190,fot-tep/fase03/soglie_normal/cal_thr/j/v1,3029fd2a7397026c28344f068d2e8f9faa9ad9279c459ff2520b0d52a71826c8,1,1,20,25,5,threshold
cal_thr-192,cal_thr,40191,fot-tep/fase03/soglie_normal/cal_thr/j/v1,277e5b1a5b9af25e4c9098bb84b46ed1569b52bd543d818fc4fc26e0304718d9,9,9,20,65,5,threshold
cal_thr-193,cal_thr,40192,fot-tep/fase03/soglie_normal/cal_thr/j/v1,c2ad9c31262b8a0ddbb217989db2c56135560c451bee75cc365eaeed5781e6fd,10,10,20,70,5,threshold
cal_thr-194,cal_thr,40193,fot-tep/fase03/soglie_normal/cal_thr/j/v1,0211d02dc509937b8a29bf38db330c2c4e37ce031f8bf8695ac48d6967d76b5b,4,4,20,40,5,threshold
cal_thr-195,cal_thr,40194,fot-tep/fase03/soglie_normal/cal_thr/j/v1,05aae3c2f141264ba4744080f4b4456d1bba128bd38b9a146e44d18f83b07090,6,6,20,50,5,threshold
cal_thr-196,cal_thr,40195,fot-tep/fase03/soglie_normal/cal_thr/j/v1,0f9916793425bcccc7a0dfe34d7f2560882efb0c45d4b231f9f312cbc85a58cd,3,3,20,35,5,threshold
cal_thr-197,cal_thr,40196,fot-tep/fase03/soglie_normal/cal_thr/j/v1,12d9407076a79eddd715fbc606c9348f22394eb9ecf2803d4f86d8c31dc51753,6,6,20,50,5,threshold
cal_thr-198,cal_thr,40197,fot-tep/fase03/soglie_normal/cal_thr/j/v1,52456f72ec6ea6b48f7bd97304aa937b5613cba04a6c0dfeca1118107996093e,9,9,20,65,5,threshold
cal_thr-199,cal_thr,40198,fot-tep/fase03/soglie_normal/cal_thr/j/v1,a532ba68a92c802b2a54b010b0987e9d011e1a0d6d93ff6fe9433ddcd88838d3,10,10,20,70,5,threshold
cal_thr-200,cal_thr,40199,fot-tep/fase03/soglie_normal/cal_thr/j/v1,1bae427c8ee8215a345a51cf559d36d6af2ce3d88ebfba41a7d18aa32295f308,9,9,20,65,5,threshold
cal_thr-201,cal_thr,40200,fot-tep/fase03/soglie_normal/cal_thr/j/v1,d8603d8f31b362a8961aab240c5494beadeebcdce1cfbde7a60d1af74748a09e,1,1,20,25,5,threshold
cal_thr-202,cal_thr,40201,fot-tep/fase03/soglie_normal/cal_thr/j/v1,759d34208a588c00970dce21ee5104591be36a96c04f8cb8b75258a789d2350e,5,5,20,45,5,threshold
cal_thr-203,cal_thr,40202,fot-tep/fase03/soglie_normal/cal_thr/j/v1,0f42386a1dfbd8801320d1ae6eec9985e3e919ff8e826df02725538ceda702ae,3,3,20,35,5,threshold
cal_thr-204,cal_thr,40203,fot-tep/fase03/soglie_normal/cal_thr/j/v1,f9ff54f9b598c112037b05f50a71a52b57626a3a7dd3daff87f1326c6cb2f204,7,7,20,55,5,threshold
cal_thr-205,cal_thr,40204,fot-tep/fase03/soglie_normal/cal_thr/j/v1,ce633004e3a934c0061348f968c44b26cd6c4a94f11ad0691512276053759a99,3,3,20,35,5,threshold
cal_thr-206,cal_thr,40205,fot-tep/fase03/soglie_normal/cal_thr/j/v1,02e940ba83f5f7f9144504636746ecb588c7b52fd4eac020ff1f82166470c9d7,8,8,20,60,5,threshold
cal_thr-207,cal_thr,40206,fot-tep/fase03/soglie_normal/cal_thr/j/v1,a3569189586e80e910c6e36afa56fec32e0161e3c8c1524481d5ceb764157b03,6,6,20,50,5,threshold
cal_thr-208,cal_thr,40207,fot-tep/fase03/soglie_normal/cal_thr/j/v1,38cfc50b842bb79cf8b987339976a25eaa8e67d1b0f6f0f108ccfd90bfc7c716,1,1,20,25,5,threshold
cal_thr-209,cal_thr,40208,fot-tep/fase03/soglie_normal/cal_thr/j/v1,e676865803137e07cc6dfd5ab8c4d2fb7f936e09a4115ad05661a69bd2af25da,6,6,20,50,5,threshold
cal_thr-210,cal_thr,40209,fot-tep/fase03/soglie_normal/cal_thr/j/v1,462a75738e135ac0159734b2d87c71471b91c2340953917f6852f3ca609987c2,3,3,20,35,5,threshold
cal_thr-211,cal_thr,40210,fot-tep/fase03/soglie_normal/cal_thr/j/v1,7a23b85253a42da8e6e8bdd5e720222a8d9605f42c4e28436adc1513d54168cd,9,9,20,65,5,threshold
cal_thr-212,cal_thr,40211,fot-tep/fase03/soglie_normal/cal_thr/j/v1,108d1f81aae99b639aad89c683be2bce635d002dd81a1ea19f19735e231f0680,10,10,20,70,5,threshold
cal_thr-213,cal_thr,40212,fot-tep/fase03/soglie_normal/cal_thr/j/v1,0a5166096c207a7f86df4b1d753c8e633dda7bcd75d04d1932c72a46f9705a10,2,2,20,30,5,threshold
cal_thr-214,cal_thr,40213,fot-tep/fase03/soglie_normal/cal_thr/j/v1,a6143c8d9012697dc49dcf72b883b43f490711c603f592962cac5055485ba014,10,10,20,70,5,threshold
cal_thr-215,cal_thr,40214,fot-tep/fase03/soglie_normal/cal_thr/j/v1,1b4376ea6549b7304fe182c9db5320194434c27421b1c21a8cfc36420035b24c,7,7,20,55,5,threshold
cal_thr-216,cal_thr,40215,fot-tep/fase03/soglie_normal/cal_thr/j/v1,327460c723fc55bdb5331bad66d173ca738628ff3a4b9cf0ec84bba339d9da91,8,8,20,60,5,threshold
cal_thr-217,cal_thr,40216,fot-tep/fase03/soglie_normal/cal_thr/j/v1,9e400d92d0cf8d86c8894b07d6ef81ac0324869597d32a496c6d9faf040f3ab5,7,7,20,55,5,threshold
cal_thr-218,cal_thr,40217,fot-tep/fase03/soglie_normal/cal_thr/j/v1,0c084b5dbb03addf9331fbe2005804f2189f22b3ed0ad750b4e03c911dfe98b2,10,10,20,70,5,threshold
cal_thr-219,cal_thr,40218,fot-tep/fase03/soglie_normal/cal_thr/j/v1,a78fb25b8476712e8324fe64b216b7e2662beec5a992afda027125efe0d07445,9,9,20,65,5,threshold
cal_thr-220,cal_thr,40219,fot-tep/fase03/soglie_normal/cal_thr/j/v1,2707f70aab2c14badc414e3362efd5b25a5d2152581ac7b2fb83c53fc4db39a5,5,5,20,45,5,threshold
cal_thr-221,cal_thr,40220,fot-tep/fase03/soglie_normal/cal_thr/j/v1,a4daf7fe68c79df7d2dcccaa5e8aeaabe019ee9869ea6f8559015ed2bf0b8257,6,6,20,50,5,threshold
cal_thr-222,cal_thr,40221,fot-tep/fase03/soglie_normal/cal_thr/j/v1,63a01a0d448471594d07f44e71939753304213c53e23ed671f332ad63caf3aa1,6,6,20,50,5,threshold
cal_thr-223,cal_thr,40222,fot-tep/fase03/soglie_normal/cal_thr/j/v1,8f1e3c284dd0399ceb692ba1ce71810ab37a41f4ede288fb54041011ad2d95db,7,7,20,55,5,threshold
cal_thr-224,cal_thr,40223,fot-tep/fase03/soglie_normal/cal_thr/j/v1,c7a877506584d758bf4ea6f2783d4418f44e6fddf94d0bf1d6e848070a0c2179,3,3,20,35,5,threshold
cal_thr-225,cal_thr,40224,fot-tep/fase03/soglie_normal/cal_thr/j/v1,43e52b034fca5d68a29dfae4b4b5dad7ccf450f572730c80030586f215d81790,1,1,20,25,5,threshold
cal_thr-226,cal_thr,40225,fot-tep/fase03/soglie_normal/cal_thr/j/v1,9be1f1d28270560430d59460bde327ee445f204ca873c7432c9159ff9855b1ce,9,9,20,65,5,threshold
cal_thr-227,cal_thr,40226,fot-tep/fase03/soglie_normal/cal_thr/j/v1,694f6e15c95200a6d5a880809bc969eb211f3a83de3a704ac14b0401bdf12b47,5,5,20,45,5,threshold
cal_thr-228,cal_thr,40227,fot-tep/fase03/soglie_normal/cal_thr/j/v1,ec5ae114ab9e9fe623bf5b468d7e03a51bc2303e7051cb450ee78b510fc0052f,5,5,20,45,5,threshold
cal_thr-229,cal_thr,40228,fot-tep/fase03/soglie_normal/cal_thr/j/v1,007797748177cfc9663186adeb33dce8fb728d0a55801affb3acbf56fa8f1228,8,8,20,60,5,threshold
cal_thr-230,cal_thr,40229,fot-tep/fase03/soglie_normal/cal_thr/j/v1,b487ce19700b41f44d0905965568e8fdd0303790f85dd8e1b3cd0d98a7c53686,9,9,20,65,5,threshold
cal_thr-231,cal_thr,40230,fot-tep/fase03/soglie_normal/cal_thr/j/v1,e448102efc25a1f02e2b25704f7f4e7fa11b7d1ac96fd1a5c85223a55756cebb,3,3,20,35,5,threshold
cal_thr-232,cal_thr,40231,fot-tep/fase03/soglie_normal/cal_thr/j/v1,3c5b4f7cbefa7b4599743996673c50eb9cbc34991f6f303787631396447f7eee,2,2,20,30,5,threshold
cal_thr-233,cal_thr,40232,fot-tep/fase03/soglie_normal/cal_thr/j/v1,be604bea3a062ced84247b93bed841ffa5f32a0b2b6c1cc141924b9dba882709,6,6,20,50,5,threshold
cal_thr-234,cal_thr,40233,fot-tep/fase03/soglie_normal/cal_thr/j/v1,4b424077e011680c5d04c5c52fac652684e397fdffbee08b755f66791367bf46,7,7,20,55,5,threshold
cal_thr-235,cal_thr,40234,fot-tep/fase03/soglie_normal/cal_thr/j/v1,4cec46224a8a101aa33612b3cb1338752c41db7c546ff44290a472fa527ab58f,1,1,20,25,5,threshold
cal_thr-236,cal_thr,40235,fot-tep/fase03/soglie_normal/cal_thr/j/v1,82dba64926300de349f9b9a32e756a72eebdec86642a85b2b3c0503156d3d0e9,10,10,20,70,5,threshold
cal_thr-237,cal_thr,40236,fot-tep/fase03/soglie_normal/cal_thr/j/v1,48ea42f75456d1d3d4f1a4453be9042d30d74c2679253d73fb0088d1070274be,10,10,20,70,5,threshold
cal_thr-238,cal_thr,40237,fot-tep/fase03/soglie_normal/cal_thr/j/v1,950dd693caed0c7617065049ffab83f766a07b2842ac2533c486651d7da0fcb9,3,3,20,35,5,threshold
cal_thr-239,cal_thr,40238,fot-tep/fase03/soglie_normal/cal_thr/j/v1,aef1832a7d32da204f52ae29e8f6e6964f8b6cbcae818cc417ad910523c0ccd4,9,9,20,65,5,threshold
cal_thr-240,cal_thr,40239,fot-tep/fase03/soglie_normal/cal_thr/j/v1,5210789ef7f0927c83aa04dd5006fdcbe30f63d33c1c1aeb3460b055c620121a,9,9,20,65,5,threshold
cal_thr-241,cal_thr,40240,fot-tep/fase03/soglie_normal/cal_thr/j/v1,7342cc80e103f5fde4846bb1bfbee968875cadd8de04ef313cfb878827472db9,10,10,20,70,5,threshold
cal_thr-242,cal_thr,40241,fot-tep/fase03/soglie_normal/cal_thr/j/v1,98a4b6b4175a8089cb1d05975cc256a6b5dd682cdf861cef0c580aab025e8bf6,2,2,20,30,5,threshold
cal_thr-243,cal_thr,40242,fot-tep/fase03/soglie_normal/cal_thr/j/v1,330c94056aa527414f94048681da7f9d6dd8ed666eab95db001782c574f8e016,2,2,20,30,5,threshold
cal_thr-244,cal_thr,40243,fot-tep/fase03/soglie_normal/cal_thr/j/v1,815235e4f8aefbf8a0528c6ffbf94d442df2fc12910a2cafc6e4712d544080d7,9,9,20,65,5,threshold
cal_thr-245,cal_thr,40244,fot-tep/fase03/soglie_normal/cal_thr/j/v1,024c0d15d72f91c98c06b457aaa52cc547553bdcd663f8ab4657c4a7967e60ef,6,6,20,50,5,threshold
cal_thr-246,cal_thr,40245,fot-tep/fase03/soglie_normal/cal_thr/j/v1,640b91d1eceee0f30a19d6d8da03bad5c1a32f6031b12a92611c46b05b6e1bec,2,2,20,30,5,threshold
cal_thr-247,cal_thr,40246,fot-tep/fase03/soglie_normal/cal_thr/j/v1,b42ef02fbe5cea5db10a4b6eb33cf4cdbb72f3e3d905e4e773937e8c77d5a17b,8,8,20,60,5,threshold
cal_thr-248,cal_thr,40247,fot-tep/fase03/soglie_normal/cal_thr/j/v1,4faa896a3c2c81f552b4651ac336704499239f09d47db88b43cd2941e2ecc26a,6,6,20,50,5,threshold
cal_thr-249,cal_thr,40248,fot-tep/fase03/soglie_normal/cal_thr/j/v1,e36411f7f12379d987dec660065746aa31e38f7f9e1a4b21417d16255331ec90,6,6,20,50,5,threshold
cal_thr-250,cal_thr,40249,fot-tep/fase03/soglie_normal/cal_thr/j/v1,4b7dd1209f7ee374f7b1b7277f3b65e6caaf521747d2338ac6a1b3302488e28b,5,5,20,45,5,threshold
cal_thr-251,cal_thr,40250,fot-tep/fase03/soglie_normal/cal_thr/j/v1,4b7d3fb893e697c2fca20a3904113bd42aaf66caac3ef3b83ff769e4c748be60,5,5,20,45,5,threshold
cal_thr-252,cal_thr,40251,fot-tep/fase03/soglie_normal/cal_thr/j/v1,8b7d17abf40687925ef74562683c9a63ccd5a65dfc322a4e40f7fe2402f8aeb6,5,5,20,45,5,threshold
cal_thr-253,cal_thr,40252,fot-tep/fase03/soglie_normal/cal_thr/j/v1,e2a18b96b93e055f2670e6faff01fe1f52a10743aaccbc5ebd0d458e4bcbe93e,4,4,20,40,5,threshold
cal_thr-254,cal_thr,40253,fot-tep/fase03/soglie_normal/cal_thr/j/v1,3fa1df81084cc812d44ef67f32a884395c45ab3e63828b58b591d5696123b949,9,9,20,65,5,threshold
cal_thr-255,cal_thr,40254,fot-tep/fase03/soglie_normal/cal_thr/j/v1,914801f26c176d6884859ff2c7be70be6aba1cb6979a5f918012b48c6e29c89c,5,5,20,45,5,threshold
cal_thr-256,cal_thr,40255,fot-tep/fase03/soglie_normal/cal_thr/j/v1,63c4e288cd3ddb3649cd4c3d58aeee2005b45a509270921b8e6e4d3fb24aa7b1,7,7,20,55,5,threshold
cal_thr-257,cal_thr,40256,fot-tep/fase03/soglie_normal/cal_thr/j/v1,1c091f54435caefdba0ff85ffa69ef3852f63c18fb8ee379b880b5d2dc28a0f4,4,4,20,40,5,threshold
cal_thr-258,cal_thr,40257,fot-tep/fase03/soglie_normal/cal_thr/j/v1,a32e3569dd0f3fce9101a20f6e4bfa02f31f4a9fa4f33fddb4b12c1b00e17442,3,3,20,35,5,threshold
cal_thr-259,cal_thr,40258,fot-tep/fase03/soglie_normal/cal_thr/j/v1,341111c11c8c8ab22e72d6cff51143bd001a08a50bb3068ec91946b31235a413,9,9,20,65,5,threshold
cal_thr-260,cal_thr,40259,fot-tep/fase03/soglie_normal/cal_thr/j/v1,4b784a1f7bcaeaca951261ea189da9101bc4683338a2670f7233c952bc7d726a,7,7,20,55,5,threshold
cal_thr-261,cal_thr,40260,fot-tep/fase03/soglie_normal/cal_thr/j/v1,1ad48c9c1aa000213eb1c39ff18904ecfa9217b6fb63064d7614aa9805fa5075,4,4,20,40,5,threshold
cal_thr-262,cal_thr,40261,fot-tep/fase03/soglie_normal/cal_thr/j/v1,d1c99288f6c660ecccdd449006ff0425132ca089ba7a0db55eda075167127860,9,9,20,65,5,threshold
cal_thr-263,cal_thr,40262,fot-tep/fase03/soglie_normal/cal_thr/j/v1,f5f4bde19ed97734c80d8ade45f523997c4984d85f50b4de9a2a65c403d3e615,5,5,20,45,5,threshold
cal_thr-264,cal_thr,40263,fot-tep/fase03/soglie_normal/cal_thr/j/v1,e6616d1bb518daa9685e7a6547ff62926f2207549108d96bafa0afc719e2f673,6,6,20,50,5,threshold
cal_thr-265,cal_thr,40264,fot-tep/fase03/soglie_normal/cal_thr/j/v1,afd6aa394ee2200a4f15de7fdb7745bcee87fa122d4593167b200423e7413319,3,3,20,35,5,threshold
cal_thr-266,cal_thr,40265,fot-tep/fase03/soglie_normal/cal_thr/j/v1,0ad9fbc3ccd72b1a3f44791a717c03a59ef4014a474e6d5d11771ac017e406f3,7,7,20,55,5,threshold
cal_thr-267,cal_thr,40266,fot-tep/fase03/soglie_normal/cal_thr/j/v1,e66faa0efe1a2b3bdb094532a7bf2194cdb945197dd9719a7f0b5245b47a682a,8,8,20,60,5,threshold
cal_thr-268,cal_thr,40267,fot-tep/fase03/soglie_normal/cal_thr/j/v1,5284098f9ad6796d2eae61bb840e33af9ecf3e6acdd479d0a51a908e234a9105,10,10,20,70,5,threshold
cal_thr-269,cal_thr,40268,fot-tep/fase03/soglie_normal/cal_thr/j/v1,9819443959ed41b727b8887c4a92a3a77eb95a74ba7437c95b0f254ac30472bb,2,2,20,30,5,threshold
cal_thr-270,cal_thr,40269,fot-tep/fase03/soglie_normal/cal_thr/j/v1,6943c4fdd25d85643618327dfca6a1e3596d3e93ff9be0d600f7ba5f467ac524,3,3,20,35,5,threshold
cal_thr-271,cal_thr,40270,fot-tep/fase03/soglie_normal/cal_thr/j/v1,888a187f395c3e503b9882e69ed680de2dacdef8a6ee814b790f761146c87d94,7,7,20,55,5,threshold
cal_thr-272,cal_thr,40271,fot-tep/fase03/soglie_normal/cal_thr/j/v1,c93669f3fb71d89ca8548e37db8f8fd5fee1a98c4341b264378c592c78441716,5,5,20,45,5,threshold
cal_thr-273,cal_thr,40272,fot-tep/fase03/soglie_normal/cal_thr/j/v1,4c8716ae5984480410e293314fefd02c8b285454f32686acce5d6e277109fc3c,5,5,20,45,5,threshold
