run_id,set_name,stream_id,seed_namespace,seed_digest,J,window_position,burn_in_h,stop_time_h,window_h,use
far_ver-140,far_ver,50139,fot-tep/fase03/soglie_normal/far_ver/position/v1,3c440b29c7403394ec870bed3c2426cd4b356c8fa7dd3d091afc0c88285f3476,10,3,20,70,5,far_ver
far_ver-141,far_ver,50140,fot-tep/fase03/soglie_normal/far_ver/position/v1,172b9b6ebdbd66d89da2599e8c3dbe863bc55ca4db7efb32eb448d56337cad1c,10,3,20,70,5,far_ver
far_ver-142,far_ver,50141,fot-tep/fase03/soglie_normal/far_ver/position/v1,4969d335c4474bb1a5890a93d0ec9879dee4c1eaa2acf9ed900fa5f100f09a0b,10,2,20,70,5,far_ver
far_ver-143,far_ver,50142,fot-tep/fase03/soglie_normal/far_ver/position/v1,c35bbf34afd311c58caca4064b0abd2c9db4482d6f0de84ce07f0ced9c43736d,10,10,20,70,5,far_ver
far_ver-144,far_ver,50143,fot-tep/fase03/soglie_normal/far_ver/position/v1,6ae326df3661258a27b59cf594c846191bc9fdc0ced8272b47e8dc72b7da8480,10,1,20,70,5,far_ver
far_ver-145,far_ver,50144,fot-tep/fase03/soglie_normal/far_ver/position/v1,ffc5c7fb68a499984c6b672b9eaf61d483da8a69abce2d7e47a3847afd5e96c7,10,1,20,70,5,far_ver
far_ver-146,far_ver,50145,fot-tep/fase03/soglie_normal/far_ver/position/v1,a2c67d6724862f4681680c661c07f95b07bf5e393935e1276e76610703aec65c,10,1,20,70,5,far_ver
far_ver-147,far_ver,50146,fot-tep/fase03/soglie_normal/far_ver/position/v1,4d828806fec16c78767ee062bbf6a698ecd8102eb0013790d341298cd6c9795e,10,5,20,70,5,far_ver
far_ver-148,far_ver,50147,fot-tep/fase03/soglie_normal/far_ver/position/v1,049f96fbbbb9d0d4e5cda2579030caa8c8f96a5ef47b7024cdf86a89ad161032,10,7,20,70,5,far_ver
far_ver-149,far_ver,50148,fot-tep/fase03/soglie_normal/far_ver/position/v1,a42487dc2da42457f83158413b5050ac62816f1b87769c6e9561194013d85d66,10,8,20,70,5,far_ver
far_ver-150,far_ver,50149,fot-tep/fase03/soglie_normal/far_ver/position/v1,415e4b4be6d12c8f6aae2933b79035d8d3aaf0562ef6b24ae9db0751b4c0401c,10,6,20,70,5,far_ver
